ctmString,ctm,open,high,low,close,vol
"May 5, 2023, 8:15:00 PM",1683310500000,126318.0,28.0,-43.0,28.0,5269.0
"May 5, 2023, 8:30:00 PM",1683311400000,126346.0,50.0,-11.0,47.0,6369.0
"May 5, 2023, 8:45:00 PM",1683312300000,126391.0,37.0,-18.0,22.0,6877.0
"May 5, 2023, 9:00:00 PM",1683313200000,126412.0,0.0,-58.0,-21.0,4822.0
"May 5, 2023, 9:15:00 PM",1683314100000,126392.0,0.0,-37.0,-15.0,4101.0
"May 5, 2023, 9:30:00 PM",1683315000000,126376.0,13.0,-23.0,0.0,4892.0
"May 5, 2023, 9:45:00 PM",1683315900000,126375.0,18.0,-40.0,-30.0,5029.0
"May 7, 2023, 11:00:00 PM",1683493200000,126331.0,0.0,0.0,0.0,31.0
"May 7, 2023, 11:15:00 PM",1683494100000,126331.0,9.0,-26.0,0.0,107.0
"May 7, 2023, 11:30:00 PM",1683495000000,126331.0,22.0,-5.0,22.0,104.0
"May 7, 2023, 11:45:00 PM",1683495900000,126354.0,0.0,-55.0,-33.0,93.0
"May 8, 2023, 12:00:00 AM",1683496800000,126318.0,32.0,-23.0,-17.0,975.0
"May 8, 2023, 12:15:00 AM",1683497700000,126302.0,1.0,-42.0,-40.0,2841.0
"May 8, 2023, 12:30:00 AM",1683498600000,126264.0,27.0,-19.0,0.0,3939.0
"May 8, 2023, 12:45:00 AM",1683499500000,126266.0,28.0,-6.0,12.0,2476.0
"May 8, 2023, 1:00:00 AM",1683500400000,126279.0,23.0,-28.0,3.0,4003.0
"May 8, 2023, 1:15:00 AM",1683501300000,126282.0,13.0,-21.0,9.0,3086.0
"May 8, 2023, 1:30:00 AM",1683502200000,126293.0,13.0,-13.0,1.0,2696.0
"May 8, 2023, 1:45:00 AM",1683503100000,126295.0,25.0,-13.0,-3.0,3407.0
"May 8, 2023, 2:00:00 AM",1683504000000,126293.0,42.0,-18.0,32.0,6078.0
"May 8, 2023, 2:15:00 AM",1683504900000,126324.0,38.0,-19.0,20.0,5439.0
"May 8, 2023, 2:30:00 AM",1683505800000,126343.0,21.0,-6.0,-5.0,5581.0
"May 8, 2023, 2:45:00 AM",1683506700000,126338.0,7.0,-48.0,-2.0,5646.0
"May 8, 2023, 3:00:00 AM",1683507600000,126337.0,2.0,-77.0,-60.0,5891.0
"May 8, 2023, 3:15:00 AM",1683508500000,126278.0,36.0,-15.0,30.0,4415.0
"May 8, 2023, 3:30:00 AM",1683509400000,126311.0,86.0,0.0,69.0,5361.0
"May 8, 2023, 3:45:00 AM",1683510300000,126378.0,25.0,-26.0,11.0,5619.0
"May 8, 2023, 4:00:00 AM",1683511200000,126388.0,27.0,-30.0,-10.0,4249.0
"May 8, 2023, 4:15:00 AM",1683512100000,126379.0,61.0,-3.0,60.0,3673.0
"May 8, 2023, 4:30:00 AM",1683513000000,126440.0,19.0,-16.0,-4.0,5947.0
"May 8, 2023, 4:45:00 AM",1683513900000,126435.0,19.0,-22.0,-20.0,4214.0
"May 8, 2023, 5:00:00 AM",1683514800000,126415.0,40.0,-14.0,38.0,4971.0
"May 8, 2023, 5:15:00 AM",1683515700000,126453.0,2.0,-23.0,-16.0,4708.0
"May 8, 2023, 5:30:00 AM",1683516600000,126438.0,10.0,-16.0,8.0,4141.0
"May 8, 2023, 5:45:00 AM",1683517500000,126446.0,19.0,-8.0,8.0,3701.0
"May 8, 2023, 6:00:00 AM",1683518400000,126455.0,36.0,-12.0,8.0,4397.0
"May 8, 2023, 6:15:00 AM",1683519300000,126463.0,54.0,0.0,36.0,3345.0
"May 8, 2023, 6:30:00 AM",1683520200000,126499.0,34.0,-3.0,20.0,3389.0
"May 8, 2023, 6:45:00 AM",1683521100000,126519.0,9.0,-11.0,-6.0,3428.0
"May 8, 2023, 7:00:00 AM",1683522000000,126513.0,12.0,-22.0,-10.0,3727.0
"May 8, 2023, 7:15:00 AM",1683522900000,126503.0,4.0,-16.0,-8.0,3079.0
"May 8, 2023, 7:30:00 AM",1683523800000,126496.0,7.0,-51.0,-50.0,4607.0
"May 8, 2023, 7:45:00 AM",1683524700000,126447.0,42.0,-22.0,32.0,4997.0
"May 8, 2023, 8:00:00 AM",1683525600000,126479.0,84.0,-22.0,84.0,5805.0
"May 8, 2023, 8:15:00 AM",1683526500000,126563.0,5.0,-37.0,-37.0,4829.0
"May 8, 2023, 8:30:00 AM",1683527400000,126525.0,13.0,-24.0,-24.0,5447.0
"May 8, 2023, 8:45:00 AM",1683528300000,126501.0,48.0,-15.0,8.0,6443.0
"May 8, 2023, 9:00:00 AM",1683529200000,126507.0,19.0,-80.0,-27.0,6846.0
"May 8, 2023, 9:15:00 AM",1683530100000,126483.0,54.0,-79.0,-78.0,7398.0
"May 8, 2023, 9:30:00 AM",1683531000000,126407.0,20.0,-66.0,-56.0,8919.0
"May 8, 2023, 9:45:00 AM",1683531900000,126350.0,65.0,-40.0,15.0,7928.0
"May 8, 2023, 10:00:00 AM",1683532800000,126364.0,66.0,-12.0,9.0,9823.0
"May 8, 2023, 10:15:00 AM",1683533700000,126378.0,57.0,-10.0,19.0,7990.0
"May 8, 2023, 10:30:00 AM",1683534600000,126395.0,68.0,-14.0,45.0,6736.0
"May 8, 2023, 10:45:00 AM",1683535500000,126443.0,71.0,-90.0,-70.0,7960.0
"May 8, 2023, 11:00:00 AM",1683536400000,126374.0,1.0,-52.0,-34.0,8862.0
"May 8, 2023, 11:15:00 AM",1683537300000,126339.0,35.0,-26.0,16.0,6858.0
"May 8, 2023, 11:30:00 AM",1683538200000,126358.0,46.0,-4.0,32.0,6576.0
"May 8, 2023, 11:45:00 AM",1683539100000,126391.0,51.0,-10.0,25.0,5519.0
"May 8, 2023, 12:00:00 PM",1683540000000,126415.0,108.0,-4.0,107.0,7019.0
"May 8, 2023, 12:15:00 PM",1683540900000,126523.0,26.0,-33.0,19.0,6153.0
"May 8, 2023, 12:30:00 PM",1683541800000,126542.0,88.0,-4.0,68.0,6141.0
"May 8, 2023, 12:45:00 PM",1683542700000,126611.0,70.0,-8.0,18.0,6854.0
"May 8, 2023, 1:00:00 PM",1683543600000,126629.0,40.0,-18.0,2.0,7255.0
"May 8, 2023, 1:15:00 PM",1683544500000,126631.0,4.0,-51.0,-50.0,5324.0
"May 8, 2023, 1:30:00 PM",1683545400000,126582.0,34.0,-25.0,-25.0,6538.0
"May 8, 2023, 1:45:00 PM",1683546300000,126558.0,6.0,-99.0,-66.0,8935.0
"May 8, 2023, 2:00:00 PM",1683547200000,126495.0,49.0,-38.0,1.0,7183.0
"May 8, 2023, 2:15:00 PM",1683548100000,126495.0,34.0,-50.0,-15.0,7387.0
"May 8, 2023, 2:30:00 PM",1683549000000,126479.0,33.0,-44.0,20.0,8015.0
"May 8, 2023, 2:45:00 PM",1683549900000,126497.0,23.0,-41.0,-37.0,7917.0
"May 8, 2023, 3:00:00 PM",1683550800000,126461.0,81.0,-27.0,65.0,8791.0
"May 8, 2023, 3:15:00 PM",1683551700000,126528.0,16.0,-27.0,-14.0,7797.0
"May 8, 2023, 3:30:00 PM",1683552600000,126514.0,19.0,-67.0,-43.0,12060.0
"May 8, 2023, 3:45:00 PM",1683553500000,126468.0,51.0,-31.0,46.0,11233.0
"May 8, 2023, 4:00:00 PM",1683554400000,126517.0,26.0,-54.0,-34.0,11016.0
"May 8, 2023, 4:15:00 PM",1683555300000,126488.0,4.0,-77.0,-69.0,10469.0
"May 8, 2023, 4:30:00 PM",1683556200000,126419.0,21.0,-20.0,-18.0,10144.0
"May 8, 2023, 4:45:00 PM",1683557100000,126403.0,4.0,-131.0,-91.0,12199.0
"May 8, 2023, 5:00:00 PM",1683558000000,126312.0,12.0,-46.0,-33.0,9411.0
"May 8, 2023, 5:15:00 PM",1683558900000,126280.0,58.0,-19.0,22.0,8339.0
"May 8, 2023, 5:30:00 PM",1683559800000,126301.0,57.0,-16.0,34.0,8087.0
"May 8, 2023, 5:45:00 PM",1683560700000,126334.0,36.0,-40.0,-29.0,5174.0
"May 8, 2023, 6:00:00 PM",1683561600000,126306.0,39.0,-12.0,39.0,6196.0
"May 8, 2023, 6:15:00 PM",1683562500000,126347.0,40.0,-3.0,19.0,5159.0
"May 8, 2023, 6:30:00 PM",1683563400000,126366.0,24.0,-2.0,17.0,5771.0
"May 8, 2023, 6:45:00 PM",1683564300000,126381.0,7.0,-20.0,5.0,6757.0
"May 8, 2023, 7:00:00 PM",1683565200000,126386.0,36.0,-7.0,36.0,4953.0
"May 8, 2023, 7:15:00 PM",1683566100000,126422.0,20.0,-54.0,-52.0,4077.0
"May 8, 2023, 7:30:00 PM",1683567000000,126370.0,5.0,-48.0,-48.0,3384.0
"May 8, 2023, 7:45:00 PM",1683567900000,126323.0,1.0,-33.0,-11.0,4364.0
"May 8, 2023, 8:00:00 PM",1683568800000,126311.0,0.0,-153.0,-119.0,9749.0
"May 8, 2023, 8:15:00 PM",1683569700000,126192.0,22.0,-9.0,22.0,6756.0
"May 8, 2023, 8:30:00 PM",1683570600000,126214.0,0.0,-53.0,-33.0,7347.0
"May 8, 2023, 8:45:00 PM",1683571500000,126183.0,6.0,-14.0,-5.0,6236.0
"May 8, 2023, 9:00:00 PM",1683572400000,126180.0,5.0,-31.0,-20.0,4701.0
"May 8, 2023, 9:15:00 PM",1683573300000,126159.0,7.0,-21.0,-20.0,4980.0
"May 8, 2023, 9:30:00 PM",1683574200000,126140.0,22.0,-16.0,20.0,5104.0
"May 8, 2023, 9:45:00 PM",1683575100000,126160.0,9.0,-30.0,-9.0,6204.0
"May 8, 2023, 10:00:00 PM",1683576000000,126150.0,16.0,-12.0,13.0,2409.0
"May 8, 2023, 10:15:00 PM",1683576900000,126162.0,13.0,-5.0,7.0,1926.0
"May 8, 2023, 10:30:00 PM",1683577800000,126168.0,10.0,-9.0,4.0,1318.0
"May 8, 2023, 10:45:00 PM",1683578700000,126171.0,20.0,0.0,6.0,1534.0
"May 8, 2023, 11:00:00 PM",1683579600000,126162.0,0.0,-24.0,-21.0,34.0
"May 8, 2023, 11:15:00 PM",1683580500000,126141.0,91.0,-43.0,41.0,227.0
"May 8, 2023, 11:30:00 PM",1683581400000,126180.0,28.0,-22.0,-15.0,443.0
"May 8, 2023, 11:45:00 PM",1683582300000,126165.0,37.0,-5.0,11.0,280.0
"May 9, 2023, 12:00:00 AM",1683583200000,126175.0,0.0,-34.0,-14.0,3606.0
"May 9, 2023, 12:15:00 AM",1683584100000,126161.0,25.0,-3.0,20.0,3356.0
